,comments,TextBlob_polarity,TextBlob_subjectivity,TextBlob_label,BERT_label,BERT_score
587,as fb lost its younger users its algos reset to the alt right  the metaverse does not compute to that demo  so zuckey made an error for quick dumb bucks and lost the demo that would smell what he was cookin  that last bit about zuck tryna save his advertising revenue from google and apple was right on the money  its funny how these nouveau riche cant recognize that theyre not the product and continue to meme themselves publicly  nice job yo,0.172470238,0.517261905,neutral,negative,0.938229859
588,as soon as ppl realize theres new oriisocial media apps out there meta might be in trouble,-0.031818182,0.327272727,negative,negative,0.915113449
589,wasnt z borg in trouble at harvard for violating the privacy of student records an alphabet agency offered him a deal does anybody think he has not continued his ways many who use facebook seem to not know of this,0.15,0.35,neutral,negative,0.945072293
590,i hope its the start of the end for facebook,0,0,neutral,positive,0.842676461
591,i wonder why theyre placing their bets on vr which has been widely considered a fad they will need to do a lot to make vr live up to its name in truth vr today is just not that immersive it just makes people motion sick,-0.225974026,0.585714286,negative,negative,0.893745422
592,i dont think facebook has done anything besides improve throughout the years tbh,0,0,neutral,neutral,0.537182808
593,on top of all of this facebook jail sucks  no freedom of speech,0.033333333,0.266666667,neutral,negative,0.9477005
594,i would totally buy ar glasses if they turned my office into something beautiful,0.425,0.875,positive,neutral,0.561337531
595,you have only two choices now,0,1,neutral,negative,0.716409028
596,your personal data falls into the hands of meta or your personal data goes directly to beijing servers and both are bad choices,-0.15,0.416666667,negative,negative,0.966590822
597,hi im justin,0,0,neutral,neutral,0.619371712
598,this video really heats up like 23 through glad i stuck with it through all the background info,0.35,0.6,positive,positive,0.730933428
599,influencers and ads ruined instagram,0,0,neutral,negative,0.925978243
600,yeah facebook is pretty much fucked mark is too obsessed with metaverse to the point of dumping billions upon billions of dollars into a game thats worse than sonic 2006 and hell continue to do so until his company is absolutely 100 doomed,-0.241666667,0.766666667,negative,negative,0.975132346
601,facebook was good initiallybuy it became boring just sharing links is what it has become,-0.15,0.8,negative,negative,0.969057918
602,im getting an iphone next everyone values our privacy and they are the first to actually provide some semblance of it,0.083333333,0.144444444,neutral,positive,0.897457242
603,shareholders will suffer but mark will still have billions,0,0,neutral,neutral,0.535879016
604,the hidden leaf leaf_fluttering_in_wind,-0.166666667,0.333333333,negative,neutral,0.60038662
605,im still waiting for the google glasses i was interested in that but when was that like at least seven years ago the fact that thats like not really a thing is kind of setting the stage for this to not really be the next step lake im pretty sure that google glasses are a thing its just not popular and most people just dont even know about them,0.13,0.548888889,neutral,negative,0.977451026
606,i dont think mark is evil but hes definitely not trustworthy he had no hesitation betraying his personal friend facebooks co founder for money let alone us were just numbers to him,-0.333333333,0.6,negative,negative,0.872028649
607,never used snapchat or tiktok never will occasionally use fb  instagram im too busy enjoying my life lol,0.35,0.43125,positive,negative,0.822330534
608,really the only thing i use facebook for is keep track of birthdays news and shitposting memes,0.1,0.6,neutral,negative,0.962483227
609,censorship is equally important  censorship to those opposite to them on the political spectrum is unacceptable taking censorship commands from a political charged department within a government is unacceptable,0.1,0.3,neutral,negative,0.931675315
610,watching the vr ads i noticed a major flaw not even microsoft can get people to reach out and touch their screens and these vr things are all about reaching out and touching stuff sounds tiring,0.28125,0.5,positive,negative,0.977512538
611,i was so desperate i thought i will never guess why narrator always refere to the times when i was 14 fortunately in the final section of the video he sad he was 14 so many times that i realized it was a code name for an os version,-0.04,0.84,negative,negative,0.847203791
612,heres the thing they did not feel anything towards peoples  privacy just zoomed on the  the company would make made and continued to make   heed a warning if these greedy vipers could do this how do you expect the public to think feel and ever trust any so call platform like this,0,0.066666667,neutral,negative,0.91779691
613,id rather see the ftc do its job and break up this giant tech monopoly and boot suckerberg from the helm of the company thats the only chance facebook has of surviving btw i refuse to call them meta im not going to play your little game mark your main product is facebook and it still sucks,-0.120138889,0.588888889,negative,negative,0.975969732
